NOMBRE,CATEGORIA,COORDENADAS
TAG YOUNG SCHOLARS SCHOOL,Educativo,POINT (-73.941765828073 40.792344203154)
SOULCYCLE CHELSEA,Recreativo,POINT (-74.006678567668 40.74361234902)
CENTRAL PARK EAST I,Educativo,POINT (-73.948629423565 40.793816770328)
BARUCH HOUSES BUILDING 11,Residencial,POINT (-73.978571171829 40.71768107895)
HARLEM LANE PLAYGROUND,Recreativo,POINT (-73.934851643925 40.826060778939)
ST NICHOLAS HOUSES BUILDING 5,Residencial,POINT (-73.947728927085 40.810929204337)
NEW YORK UNIVERSITY LA MAISON FRANCAISE,Educativo,POINT (-73.995343118194 40.731216352645)
LIBRARY FOR PERFORMING ARTS,Cultural,POINT (-73.984837327006 40.773648013813)
DSNY GARAGE MANHATTAN 1,Gobierno,POINT (-74.010384820984 40.726505483397)
PS 64 ROBERT SIMON,Educativo,POINT (-73.98106285552 40.724028836278)
HIGHBRIDGE PARK ROCKFACE OVERLOOK,Recreativo,POINT (-73.934404719641 40.838464466736)
HARLEM HOSPITAL CENTER,Salud,POINT (-73.939007536047 40.814394778558)
ST LUKE'S HOSPITAL,Salud,POINT (-73.961439891909 40.805639263823)
QUEST TO LEARN SCHOOL,Educativo,POINT (-74.00251232483 40.743180755188)
POLO GROUNDS TOWERS BLDG 2,Residencial,POINT (-73.937463445577 40.831115236138)
ZIEGFELD THEATER,Cultural,POINT (-73.979745439588 40.763143111106)
DYCKMAN HOUSES BUILDING 7,Residencial,POINT (-73.921575307123 40.861851382148)
AMSTERDAM HOUSES BUILDING 10,Residencial,POINT (-73.987892866939 40.773518491409)
MOLDOVA MISSION TO THE UN,Gobierno,POINT (-73.984375336039 40.744423259215)
EAST RIVER HOUSES BUILDING 8,Residencial,POINT (-73.939376678243 40.787665386852)
THOMAS JEFFERSON POOL,Recreativo,POINT (-73.936048274182 40.793329180968)
HIGHBRIDGE PARK TURNER TERRACE,Recreativo,POINT (-73.928603405536 40.849491454383)
RITZ CARLTON HOTEL BATTERY PARK,Comercial,POINT (-74.017333677295 40.705618275494)
RIIS 2 HOUSES BUILDING 14,Residencial,POINT (-73.974682314391 40.722891599894)
CENTRAL PARK KING JAGIELLO STATUE,Recreativo,POINT (-73.966672805705 40.778922453428)
HIGHBRIDGE PARK ROCK TERRACES AT W 190 ST,Recreativo,POINT (-73.925762770552 40.85347456386)
TURNSTYLE SHOPPING MALL,Comercial,POINT (-73.982741792213 40.767355639592)
HONG KONG TRADE DEVELOPMENT,Gobierno,POINT (-73.971507213802 40.753058166632)
BUSHMAN STEPS,Recreativo,POINT (-73.940258206867 40.832128884083)
HENRY J CARTER SPECIALTY HOSPITAL & NURSING FACILITY,Salud,POINT (-73.940952151093 40.803099129272)
TEN MILE RIVER PLAYGROUND,Recreativo,POINT (-73.952577106221 40.829782123849)
NY EYE & EAR INFIRMARY MT SINAI,Salud,POINT (-73.984513940843 40.73190639137)
CONDE NAST HEADQUARTERS,Comercial,POINT (-74.013183303656 40.713210518905)
POISON CONTROL CENTER,Gobierno,POINT (-73.977233209381 40.739227928933)
JEFFERSON HOUSES BUILDING 5,Residencial,POINT (-73.937068860105 40.794842352556)
BOWERY HOTEL,Comercial,POINT (-73.991588265666 40.726032067166)
FT TRYON PARK HEATHER GARDEN,Recreativo,POINT (-73.933740616286 40.860794214434)
HRA HASA CENTER HAMILTON,Gobierno,POINT (-73.954360745266 40.819559606947)
TRIENNALE DESIGN MUSEUM,Cultural,POINT (-73.977987194571 40.761082533854)
SAGE'S GARDEN,Recreativo,POINT (-73.980917847451 40.722777383303)
SAMUEL SEABURY PLAYGROUND,Recreativo,POINT (-73.950830584569 40.785417721254)
OFFICE OF ACADEMIC POLICY & SYSTEMS,Educativo,POINT (-73.99279085947 40.747494586755)
AMC 19 ST EAST THEATER,Cultural,POINT (-73.989732500392 40.738565793239)
JHS 54 BOOKER T WASHINGTON,Educativo,POINT (-73.963090520928 40.800625718228)
COLUMBIA UNIVERSITY HAVEMEYER HALL,Educativo,POINT (-73.962460514337 40.809402198392)
LENOX HILL HOSPITAL AMBULANCE ENTRANCE,Salud,POINT (-73.960701907892 40.773818762113)
NEW VICTORY THEATER,Cultural,POINT (-73.987456900792 40.756572993381)
UNION SQUARE ACADEMY FOR HEALTH SCIENCES,Educativo,POINT (-73.987381575641 40.735451102761)
WEBSTER HALL,Cultural,POINT (-73.989197333491 40.731755296987)
W 132 STREET GARDEN,Recreativo,POINT (-73.943139474066 40.812360752171)
DWIGHT SCHOOL RIVERSIDE CAMPUS PRESCHOOL,Educativo,POINT (-73.988769259082 40.777087770511)
AVENUES NEW YORK SCHOOL,Educativo,POINT (-74.003267328533 40.749388452013)
ARTHUR J ANTENUCCI MEDICAL RESEARCH BUILDING,Salud,POINT (-73.986494059015 40.768954198885)
JHS 45 RECREATION AREA,Recreativo,POINT (-73.957754430851 40.771367345404)
"MANHATTAN EYE, EAR, & THROAT HOSPITAL",Salud,POINT (-73.963562569103 40.76418951984)
COLUMBIA UNIVERSITY SCHAPIRO HALL,Educativo,POINT (-73.965182753698 40.807905816923)
PETER COOPER VILLAGE 531 E 20,Residencial,POINT (-73.976392549867 40.733843715781)
CORLEARS SCHOOL,Educativo,POINT (-74.003171600298 40.740788490922)
NEW ZEALAND MISSION TO THE UN,Gobierno,POINT (-73.975948984161 40.749264472352)
LOWER EAST SIDE I BUILDING 5,Residencial,POINT (-73.989855257624 40.721713243115)
BRADHURST AVENUE GARDEN,Recreativo,POINT (-73.939401660012 40.827716744675)
ROBERT MOSES PLAYGROUND,Recreativo,POINT (-73.969532362535 40.74833448692)
BROADWAY MALLS,Recreativo,POINT (-73.979436566855 40.784600425661)
MARITIME CRAFTS CENTER,Cultural,POINT (-74.003435562677 40.707312104036)
STUYVESANT TOWN - 18 SO/ 20 SO,Residencial,POINT (-73.976719598409 40.732108279225)
CHINESE TAIWAN CONSULATE,Gobierno,POINT (-73.980083798767 40.753445188933)
BEEKMAN THEATRE,Cultural,POINT (-73.961209767393 40.765403944803)
92 ST YMYWHA,Cultural,POINT (-73.95272864777 40.783031726323)
HARLEM PREP MIDDLE SCHOOL,Educativo,POINT (-73.944596341906 40.788792660171)
ROCKEFELLER UNIVERSITY ABBY ALDRICH ROCKEFELLER HALL,Educativo,POINT (-73.955536415723 40.763195794284)
HILTON GARDEN INN HOTEL TIMES SQUARE,Comercial,POINT (-73.986563513879 40.761219285217)
ALTERNATE LEARNING CENTER LAUREL HILL,Educativo,POINT (-73.933006281968 40.850778311481)
ADRIENNES GARDEN,Recreativo,POINT (-73.998075655558 40.728851776874)
W HOTEL LEXINGTON AV,Comercial,POINT (-73.972315633905 40.756176970316)
TREVOR DAY SCHOOL E 90 ST,Educativo,POINT (-73.957768219834 40.783576899329)
TONY DAPOLITO RECREATION CENTER,Recreativo,POINT (-74.005455202344 40.72963047106)
CENTRAL PARK ZOO POLAR CIRCLE,Recreativo,POINT (-73.971800719631 40.768018109566)
ANSONIA BUILDING,Residencial,POINT (-73.982071966616 40.779971019054)
CHILE CONSULATE,Gobierno,POINT (-73.969991657504 40.752479137019)
YESHIVA KETANA,Educativo,POINT (-73.978503855604 40.791491644244)
SHELBURNE HOTEL & SUITES BY AFFINIA,Comercial,POINT (-73.977990005089 40.74841829461)
DINOSAUR PLAYGROUND,Recreativo,POINT (-73.974979334849 40.797002507752)
HOPE GARDEN,Recreativo,POINT (-73.9841278918 40.722157818805)
FOUR SEASONS HOTEL,Comercial,POINT (-73.971485824149 40.762179173585)
FIRST HOUSES BUILDING 4,Residencial,POINT (-73.985866276184 40.723710305624)
NEW WORLD HOTEL,Comercial,POINT (-73.995036768362 40.717497359932)
ROCKEFELLER UNIVERSITY FOUNDERS HALL,Educativo,POINT (-73.955236934818 40.762433986878)
HARLEM RIVER EVENT AREA,Recreativo,POINT (-73.926196169727 40.795050493749)
THE PECK SLIP SCHOOL,Educativo,POINT (-74.002074425069 40.708713718628)
FT TRYON PARK RIVERSIDE DR OVERLOOK,Recreativo,POINT (-73.930637173188 40.865656731321)
SEYCHELLES MISSION TO UN,Gobierno,POINT (-73.971785718806 40.74988080548)
BRAZIL CONSULATE,Gobierno,POINT (-73.973251938884 40.749655805789)
BRONX SHORE FIELD 1,Recreativo,POINT (-73.925379155549 40.80061985583)
TAJIKISTAN MISSION TO UN,Gobierno,POINT (-73.970533982187 40.754734278787)
NEW YORK UNIVERSITY 19 W 4 ST,Educativo,POINT (-73.995118005943 40.729080843676)
WASHINGTON HOUSES BUILDING 3,Residencial,POINT (-73.946905748445 40.785833492989)
CZECH CENTER NEW YORK,Cultural,POINT (-73.95641531397 40.769159571965)
ANSONIA POST OFFICE,Gobierno,POINT (-73.98115716485 40.774798225115)
GENERAL GRANT HOUSES BLDG 7,Residencial,POINT (-73.956566288243 40.812019353175)
PS 234 INDEPENDENCE SCHOOL,Educativo,POINT (-74.01146364424 40.71599631909)
FULTON HOUSES BUILDING 5,Residencial,POINT (-74.005254151163 40.743579906323)
WSUR SITE C 589 AMSTERDAM AVE HOUSES,Residencial,POINT (-73.973536436756 40.789206277677)
RIU PLAZA HOTEL TIMES SQUARE,Comercial,POINT (-73.988360875941 40.760183291685)
BARNARD COLLEGE BARNARD HALL,Educativo,POINT (-73.963908215763 40.809046328554)
SAMUEL CITY HOUSES BUILDING 38,Residencial,POINT (-73.940847342141 40.81865806285)
BELLEVUE SOUTH PARK,Recreativo,POINT (-73.978058842536 40.74004080466)
CENTRAL PARK SOPHIE LOEB FOUNTAIN,Recreativo,POINT (-73.965092431312 40.7757805179)
YESHIVA UNIVERSITY SCHOTTENSTEIN CENTER,Educativo,POINT (-73.931554558698 40.851321666392)
MUSEUM OF ARTS AND DESIGN,Cultural,POINT (-73.981987439288 40.76741246735)
PECK SLIP RETAIL POST OFFICE,Gobierno,POINT (-74.005876174766 40.707566645809)
HANCOCK PARK,Recreativo,POINT (-73.953262191668 40.809574580784)
DC37 HEADQUARTERS,Gobierno,POINT (-74.012881605261 40.714689380825)
SHUBERT THEATRE,Cultural,POINT (-73.98730120531 40.758094537396)
PETER JAY SHARP BOATHOUSE,Recreativo,POINT (-73.921644268319 40.856581401976)
WAGNER HOUSES BUILDING 2,Residencial,POINT (-73.93021053168 40.797629830245)
NEPAL MISSION TO THE UN,Gobierno,POINT (-73.971133675405 40.750767371747)
CARLTON ARMS HOTEL,Comercial,POINT (-73.982654515084 40.740161372367)
WINS NEWS RADIO,Comercial,POINT (-74.007573914469 40.727791967772)
ALTERNATE LEARNING CENTER EAST HARLEM,Educativo,POINT (-73.938699413378 40.793465590327)
TREVOR DAY SCHOOL E 95 ST,Educativo,POINT (-73.946756218671 40.783002599075)
AMERICAS SOCIETY ART GALLERY,Cultural,POINT (-73.965871127 40.768825783951)
VIGILANT HOTEL,Comercial,POINT (-73.995742066346 40.748693041513)
WEST 104 STREET GARDEN,Recreativo,POINT (-73.962049301153 40.796997004201)
GOUVERNEUR GARDENS BUILDING 6,Residencial,POINT (-73.981518898003 40.711206858151)
INDONESIA CONSULATE,Gobierno,POINT (-73.967991529458 40.7696719561)
JEFFERSON HOUSES BUILDING 10,Residencial,POINT (-73.939073244386 40.794696912165)
GEFFNER HOUSE,Residencial,POINT (-73.991852598945 40.758371265377)
CLEMENT CLARKE MOORE PARK,Recreativo,POINT (-74.004366831007 40.746672606533)
J HOOD WRIGHT PARK DOG RUN,Recreativo,POINT (-73.942213745264 40.846578459771)
CAEDMON SCHOOL,Educativo,POINT (-73.951331580707 40.772481562888)
COLUMBIA UNIVERSITY MEDICAL CENTER MILSTEIN HOSPITAL BUILDING,Salud,POINT (-73.94309646856 40.841546898497)
TOWNE HOUSE BUILDING,Residencial,POINT (-73.978902458064 40.749142214482)
CENTRAL PARK NUTTERS BATTERY,Recreativo,POINT (-73.952858355439 40.796552783661)
WASHINGTON MARKET PARK,Recreativo,POINT (-74.011567168913 40.716983685899)
TOT LOT 110,Recreativo,POINT (-73.968611549516 40.805159872296)
PORT AUTHORITY POST OFFICE,Gobierno,POINT (-74.004345216373 40.741843091574)
UPACA (SITE 6),Residencial,POINT (-73.940269827321 40.800982662254)
ROCKEFELLER UNIVERSITY PRESIDENTS HOUSE,Educativo,POINT (-73.954173585288 40.763330168331)
MORNINGSIDE MONTESORRI SCHOOL,Educativo,POINT (-73.970919357722 40.797814060101)
COLUMBIA UNIVERSITY SCHOOL OF NURSING,Educativo,POINT (-73.938835029419 40.840394031387)
CAYMAN ISLANDS TOURISM,Gobierno,POINT (-73.985548729242 40.748294036995)
ST BERNARDS SCHOOL,Educativo,POINT (-73.954285195403 40.788760958719)
INWOOD LIBRARY,Cultural,POINT (-73.925864341705 40.865757009862)
GRENADA MISSION TO UN,Gobierno,POINT (-73.971690444393 40.750145592693)
HOTEL GIRAFE,Comercial,POINT (-73.984608589354 40.74211146822)
LESATHO CONSLATE,Gobierno,POINT (-73.971874477002 40.750763652477)
ABRAHAM JOSHUA HESCHEL SCHOOL,Educativo,POINT (-73.989427537742 40.772567279101)
AUGUSTUS ST GAUDENS PLAYGROUND,Recreativo,POINT (-73.982191168631 40.735714387397)
DYCKMAN BASEBALL FIELDS,Recreativo,POINT (-73.930481836986 40.872326700022)
FRANKLIN PLAZA BUILDING 3,Residencial,POINT (-73.943187462888 40.79125690501)
AKA CENTRAL PARK HOTEL,Comercial,POINT (-73.975661099798 40.764417777677)
PROFESSOR JUAN BOSCH PUBLIC SCHOOL,Educativo,POINT (-73.928129580873 40.859321657582)
MARBLE HILL HOUSES BUILDING 2,Residencial,POINT (-73.908295388787 40.874280308349)
ALEXANDER HOTEL,Comercial,POINT (-73.974857233838 40.794112451025)
DEMOCRACY PREP CHARTER MIDDLE SCHOOL,Educativo,POINT (-73.937888074144 40.813240354668)
GRACIE SQUARE HOSPITAL,Salud,POINT (-73.952980115538 40.769743777962)
FT TRYON PARK SIR WILLIAMS DOG RUN,Recreativo,POINT (-73.931966640518 40.861771208133)
SAMUEL CITY HOUSES BUILDING 13,Residencial,POINT (-73.93812857768 40.822402584738)
WAGNER HOUSES BUILDING 3,Residencial,POINT (-73.930767576035 40.797924884644)
BELLEVUE SOUTH PARK DOG RUN,Recreativo,POINT (-73.978345214218 40.73997504461)
DSNY GARAGE MANHATTAN 12,Gobierno,POINT (-73.912393429342 40.868777282415)
JCC HARLEM,Recreativo,POINT (-73.955541937672 40.8060532049)
AMSTERDAM HOUSES BUILDING 11,Residencial,POINT (-73.9890221834 40.772935263101)
ROGER SMITH HOTEL,Comercial,POINT (-73.973429093585 40.75471258474)
INDIAN CONSULATE,Gobierno,POINT (-73.970075915944 40.76727523313)
MAE GRANT PLAYGROUND,Recreativo,POINT (-73.949497753612 40.792391468864)
WEST 50TH STREET EDUCATIONAL CAMPUS,Educativo,POINT (-73.992887198315 40.765488594541)
RUTGERS PARK,Recreativo,POINT (-73.989678034249 40.710683612561)
MANHATTAN PSYCHIATRIC CENTER,Salud,POINT (-73.929564030538 40.789261446256)
ST ANNS SCHOOL,Educativo,POINT (-73.939821920504 40.792700989392)
ROCKEFELLER CENTER ICE RINK,Cultural,POINT (-73.978565454605 40.758696353855)
CENTRAL PARK WEST HOSTEL,Comercial,POINT (-73.974805368743 40.78864255906)
U P A C A SITE 5,Residencial,POINT (-73.939763344616 40.80163808406)
PS 77 LOWER LAB SCHOOL,Educativo,POINT (-73.950066217813 40.785218211091)
HUNTER COLLEGE BROOKDALE CAMPUS EAST BUILDING,Educativo,POINT (-73.975221203549 40.737635265429)
MULBERRY STREET LIBRARY,Cultural,POINT (-73.995685466469 40.72414750834)
SHERATON HOTEL TIMES SQUARE,Comercial,POINT (-73.981405328682 40.762356984653)
MORNINGSIDE PARK PLAYGROUND W 113 ST,Recreativo,POINT (-73.958817839259 40.803295932707)
HILTON GARDEN INN HOTEL MIDTOWN EAST,Comercial,POINT (-73.969429653377 40.756681189055)
NYS OMH MAINTENANCE WORK CONTROL BUILDING,Salud,POINT (-73.926971382603 40.786153531369)
UNITY PARK,Recreativo,POINT (-73.942681454479 40.80930945585)
PS 75 EMILY DICKINSON,Educativo,POINT (-73.973684405628 40.795141666695)
BEAUX ARTS APARTMENTS 310,Residencial,POINT (-73.970619687678 40.750668860503)
9 ST COMMUNITY GARDEN PARK,Recreativo,POINT (-73.977531918586 40.725427008885)
NEW YORK UNIVERSITY TISCH HALL,Educativo,POINT (-73.996234953463 40.728828828036)
ALGERIA MISSION TO UN,Gobierno,POINT (-73.968321133796 40.752962548197)
WSUR SITE B 74 WEST 92 ST HOUSES,Residencial,POINT (-73.969300810402 40.789863592038)
WASHINGTON IRVING EDUCATIONAL CAMPUS,Educativo,POINT (-73.987177503406 40.735424402302)
EXECUTIVE HOTEL LE SOLEIL,Comercial,POINT (-73.98541453237 40.750300077783)
GREY ART GALLERY,Cultural,POINT (-73.995559367761 40.730469401841)
BETH ISRAEL MEDICAL CENTER PHILLIPS AMBULATORY CARE CENTER,Salud,POINT (-73.989591356179 40.734811881568)
BURLINGTON HOUSE,Comercial,POINT (-73.978839496503 40.76291658656)
GRAMERCY THEATRE,Cultural,POINT (-73.984959700608 40.739842621171)
CENTRAL PARK RAMBLE AREA S,Recreativo,POINT (-73.969492990665 40.775734152275)
PERELMAN PERFORMING ARTS CENTER,Cultural,POINT (-74.012290886539 40.712623011201)
ST REGIS NY HOTEL,Comercial,POINT (-73.974550082771 40.76134695648)
HIGH LINE W 34 ST ENTRANCE,Recreativo,POINT (-74.003677213616 40.756317271579)
VLADECK HOUSES BUILDING 15,Residencial,POINT (-73.981474886435 40.713053767006)
JAPAN CONSULATE,Gobierno,POINT (-73.9743380694 40.756005055817)
SWINDLER COVE PARK,Recreativo,POINT (-73.921502167045 40.858001289765)
CENTRAL PARK ROBERT BENDHEIM PLAYGROUND,Recreativo,POINT (-73.954407670336 40.790445799323)
PERSHING SQUARE CAFE,Comercial,POINT (-73.977852903936 40.751906530414)
CENTRAL PARK ZOO,Recreativo,POINT (-73.971533883528 40.767796972675)
PS 811 MICKEY MANTLE SCHOOL,Educativo,POINT (-73.979346414527 40.786402070478)
JEFFERSON HOUSES GARAGE,Residencial,POINT (-73.937991295764 40.795572192503)
2 WORLD TRADE CENTER,Comercial,POINT (-74.010836969651 40.711991469392)
FORDHAM U MCMAHON HALL,Educativo,POINT (-73.986284435166 40.770993327311)
HAITI CONSULATE 13 FL,Gobierno,POINT (-73.98012049494 40.751108447173)
NYCHA MANHATTAN BOROUGH MANAGEMENT OFFICE,Gobierno,POINT (-73.939827120354 40.801580372531)
MONGOLIA MISSION TO UN,Gobierno,POINT (-73.964148330537 40.775277479983)
HUNTER COLLEGE WEST BUILDING,Educativo,POINT (-73.964620823433 40.76769120528)
MANSFIELD HOTEL,Comercial,POINT (-73.981103171428 40.755086200012)
CARVER HOUSES BUILDING 13,Residencial,POINT (-73.949303585162 40.793154140297)
6BC BOTANICAL GARDEN,Recreativo,POINT (-73.980658386439 40.72388833339)
UNITED NATIONS CONFERENCE BUILDING,Gobierno,POINT (-73.967404439672 40.749184853747)
SUNKEN MEADOW FIELD 34,Recreativo,POINT (-73.916511633853 40.794498003364)
ST AGNES LIBRARY,Cultural,POINT (-73.977461948368 40.784834184608)
CHINA MISSION TO UN,Gobierno,POINT (-73.973512585412 40.744497361467)
SOUTH KOREA CONSULATE,Gobierno,POINT (-73.970902190398 40.761978178243)
RANGEL COMMUNITY CENTER,Residencial,POINT (-73.935952587061 40.833152045732)
SAMUEL CITY HOUSES BUILDING 14,Residencial,POINT (-73.939254973878 40.820691605798)
SVA THEATRE,Cultural,POINT (-73.999738971926 40.746080937813)
GOVERNORS ISLAND NOLAN PARK,Recreativo,POINT (-74.013973210668 40.689646090335)
TUDOR GROVE PLAYGROUND,Recreativo,POINT (-73.971166625587 40.749089980651)
ESTONIA CONSULATE,Gobierno,POINT (-73.969059222079 40.752832786091)
WALD HOUSES OFC,Residencial,POINT (-73.977122448583 40.721551135764)
NYU LANGONE MEDICAL CENTER,Salud,POINT (-73.974266940276 40.742179067859)
CARL SCHURZ PARK,Recreativo,POINT (-73.943501539591 40.775147989061)
PETER COOPER VILLAGE - 6 PCR,Residencial,POINT (-73.975819759223 40.734330699323)
RANDALLS ISLAND GOLF CENTER,Recreativo,POINT (-73.923526602733 40.796037700176)
SAMUEL CITY HOUSES BUILDING 36,Residencial,POINT (-73.939263934138 40.818215486875)
NEW YORK PRESBYTERIAN HOSPITAL ALLEN HOSPITAL,Salud,POINT (-73.912662740791 40.873259164223)
CLUB QUARTERS HOTEL MIDTOWN,Comercial,POINT (-73.981288391955 40.755976874323)
WALD HOUSES BUILDING 1,Residencial,POINT (-73.978156028862 40.720142889966)
POD TIMES SQUARE HOTEL,Comercial,POINT (-73.993299666415 40.75818875712)
ROCKEFELLER UNIVERSITY GRADUATE STUDENTS RESIDENCE,Educativo,POINT (-73.956087527087 40.762376072343)
WORLD TRADE CENTER W CONCOURSE,Comercial,POINT (-74.013036640009 40.712650893927)
HELP MEYER MENTAL HEALTH SHELTER,Salud,POINT (-73.928856962747 40.790007474452)
DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,Educativo,POINT (-73.948889401064 40.810694546864)
RAMAZ UPPER SCHOOL,Educativo,POINT (-73.961831685321 40.775165166591)
MARSHALL PLAZA,Residencial,POINT (-73.942124368819 40.83325980889)
FORT WASHINGTON LIBRARY,Cultural,POINT (-73.933869320734 40.847860487401)
NEW YORK UNIVERSITY VANDERBILT HALL,Educativo,POINT (-73.999366827668 40.730357530296)
DAVID H KOCH THEATER,Cultural,POINT (-73.983652348328 40.771783458159)
RANDALLS ISLAND FIELD 73,Recreativo,POINT (-73.928469513396 40.781587066163)
ELLIOTT HOUSES BUILDING 1,Residencial,POINT (-74.002066596746 40.749713079845)
CENTRAL PARK RAVINE,Recreativo,POINT (-73.955161878522 40.795250286667)
EL GALLO COMMUNITY GARDEN,Recreativo,POINT (-73.940534078438 40.799696233934)
COSTA RICAN CONSULATE,Gobierno,POINT (-73.991785823437 40.751799565003)
PETER COOPER VILLAGE - 530 E23,Residencial,POINT (-73.975548162196 40.735198898249)
HELLGATE POST OFFICE,Gobierno,POINT (-73.943843668984 40.794747945353)
GOVERNORS ISLAND PICNIC POINT,Recreativo,POINT (-74.025681485221 40.685786621163)
FULTON HOUSES BUILDING 3,Residencial,POINT (-74.004523088631 40.742926875197)
MORNINGSIDE POST OFFICE,Gobierno,POINT (-73.954153910698 40.80369487723)
WEST 111 STREET PEOPLES GARDEN,Recreativo,POINT (-73.963544713031 40.803883829103)
COSMOPOLITAN HOTEL,Comercial,POINT (-74.0088505927 40.715651298031)
STANLEY ISAACS PLAYGROUND,Recreativo,POINT (-73.944597991129 40.782812672483)
NEW YORK STATE PSYCH INSTITUTE,Educativo,POINT (-73.944594988149 40.842554655597)
ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE,Educativo,POINT (-73.933549109936 40.793844035876)
FT TRYON PARK OVERLOOK NORTH,Recreativo,POINT (-73.93273829891 40.864148514113)
COLUMBIA UNIVERSITY ITALIAN ACADEMY FOR ADVANCED STUDIES IN AMERICA,Educativo,POINT (-73.960203236048 40.807596500494)
RIVERSIDE PARK NORTH,Recreativo,POINT (-73.952536287284 40.827044874008)
RANGEL HOUSES BUILDING 3,Residencial,POINT (-73.937051491608 40.83281047273)
WEILL CORNELL MEDICAL COLLEGE OLIN HALL CORNELL UNIVERSITY,Educativo,POINT (-73.955396542174 40.76524254518)
